id,applicant,run,source,decision,reason,income,debts,credit_score,employment_years,rent,loan_amount,pay_slips_verified,bank_statements_verified,id_verified,dti_ratio,disposable_income,bureau_score_1,bureau_score_2,bureau_score_3
40,Applicant 40,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,52126,280,661,8.9,1367,20235,True,True,True,0.0645,2696.83,685,697,648
41,Applicant 41,run_3,GPT,MANUAL REVIEW,"Credit score of 671 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",29520,643,671,9.3,679,7444,True,True,True,0.2614,1138.0,644,645,693
41,Applicant 41,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,29520,643,671,9.3,679,7444,True,True,True,0.2614,1138.0,644,645,693
42,Applicant 42,run_3,GPT,DECLINED,"Employment duration is less than one year, which typically results in decline as per section 5.4 Employment Stability.",27681,388,621,0.4,1296,4595,True,True,True,0.1682,622.75,606,657,640
42,Applicant 42,run_3,SESL,DECLINED,Credit score below 640,27681,388,621,0.4,1296,4595,True,True,True,0.1682,622.75,606,657,640
43,Applicant 43,run_3,GPT,MANUAL REVIEW,"The bureau score spread is 60 points (708 - 648), which is less than 120, but the credit score of 683 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",50014,1059,683,7.8,1206,15111,True,True,True,0.2541,1902.83,672,648,708
43,Applicant 43,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,50014,1059,683,7.8,1206,15111,True,True,True,0.2541,1902.83,672,648,708
44,Applicant 44,run_3,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 15.41% and disposable income of £1391.33. Their credit score of 772 and consistent bureau scores indicate low credit risk. With stable employment history of 8.2 years and no rule triggers, the application meets all approval criteria.",37684,484,772,8.2,1265,20676,True,True,True,0.1541,1391.33,794,714,770
44,Applicant 44,run_3,SESL,APPROVED,All approval criteria met,37684,484,772,8.2,1265,20676,True,True,True,0.1541,1391.33,794,714,770
45,Applicant 45,run_3,GPT,DECLINED,"Bureau score 2 is 541, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",28469,679,592,4.9,1025,13409,True,True,True,0.2862,668.42,618,541,590
45,Applicant 45,run_3,SESL,DECLINED,Credit score below 640,28469,679,592,4.9,1025,13409,True,True,True,0.2862,668.42,618,541,590
46,Applicant 46,run_3,GPT,DECLINED,"The applicant's bureau score of 558 falls below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment.",47535,882,579,5.2,845,24549,True,True,True,0.2227,2234.25,558,591,562
46,Applicant 46,run_3,SESL,DECLINED,Credit score below 640,47535,882,579,5.2,845,24549,True,True,True,0.2227,2234.25,558,591,562
47,Applicant 47,run_3,GPT,DECLINED,"The applicant's bureau score of 551 falls below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment.",39577,1043,573,2.5,982,18639,True,True,True,0.3162,1273.08,551,561,592
47,Applicant 47,run_3,SESL,DECLINED,Credit score below 640,39577,1043,573,2.5,982,18639,True,True,True,0.3162,1273.08,551,561,592
48,Applicant 48,run_3,GPT,DECLINED,"Employment duration is less than one year, which typically results in decline as per section 5.4 Employment Stability.",49823,655,691,0.7,767,17298,True,True,True,0.1578,2729.92,722,668,684
48,Applicant 48,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,49823,655,691,0.7,767,17298,True,True,True,0.1578,2729.92,722,668,684
49,Applicant 49,run_3,GPT,DECLINED,"Credit score of 573 is below the 580 minimum threshold, resulting in decline as per section 5.3 Creditworthiness Assessment.",42297,720,573,0.7,767,6100,True,True,True,0.2043,2037.75,611,616,581
49,Applicant 49,run_3,SESL,DECLINED,Credit score below 640,42297,720,573,0.7,767,6100,True,True,True,0.2043,2037.75,611,616,581
50,Applicant 50,run_3,GPT,MANUAL REVIEW,"Section 5.1 Document Verification: One document unverified with strong financial profile (credit score 653, income £62,865). Requires manual review.",62865,811,653,8.7,954,11285,True,False,True,0.1548,3473.75,654,657,655
50,Applicant 50,run_3,SESL,DECLINED,Required document unverified and no exception applies,62865,811,653,8.7,954,11285,True,False,True,0.1548,3473.75,654,657,655
51,Applicant 51,run_3,GPT,MANUAL REVIEW,"Credit score of 647 falls between 640 and 699, requiring manual review as per section 5.3 Creditworthiness Assessment.",63930,1129,647,2.4,964,14236,True,True,True,0.2119,3234.5,649,643,651
51,Applicant 51,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,63930,1129,647,2.4,964,14236,True,True,True,0.2119,3234.5,649,643,651
52,Applicant 52,run_3,GPT,DECLINED,"Creditworthiness Assessment: Bureau score of 599 is below the 580 minimum threshold, leading to decline.",38674,944,604,2.0,915,8206,True,True,True,0.2929,1363.83,599,651,628
52,Applicant 52,run_3,SESL,DECLINED,Credit score below 640,38674,944,604,2.0,915,8206,True,True,True,0.2929,1363.83,599,651,628
53,Applicant 53,run_3,GPT,DECLINED,Bureau score below 580; application must be declined as per Creditworthiness Assessment section 5.3.,37720,1146,567,6.1,1072,6317,True,True,True,0.3646,925.33,534,508,538
53,Applicant 53,run_3,SESL,MANUAL REVIEW,DTI between 35% and 45%,37720,1146,567,6.1,1072,6317,True,True,True,0.3646,925.33,534,508,538
54,Applicant 54,run_3,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 20.45% and disposable income of £2768.5. Their credit score of 740 and consistent bureau scores indicate low credit risk. With stable employment history of 6.5 years and no rule triggers, the application meets all approval criteria.",53394,910,740,6.5,771,23503,True,True,True,0.2045,2768.5,728,755,756
54,Applicant 54,run_3,SESL,APPROVED,All approval criteria met,53394,910,740,6.5,771,23503,True,True,True,0.2045,2768.5,728,755,756
55,Applicant 55,run_3,GPT,DECLINED,"Loan amount of £23,532 exceeds 50% of annual income (£38,597), resulting in decline as per Loan Amount vs Income policy.",38597,1078,765,7.3,1017,23532,True,True,True,0.3352,1121.42,738,725,791
55,Applicant 55,run_3,SESL,APPROVED,All approval criteria met,38597,1078,765,7.3,1017,23532,True,True,True,0.3352,1121.42,738,725,791
56,Applicant 56,run_3,GPT,DECLINED,"Bureau score 1 is 577, which is below the 580 minimum threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",40007,433,589,8.9,848,11308,True,True,True,0.1299,2052.92,577,610,619
56,Applicant 56,run_3,SESL,DECLINED,Credit score below 640,40007,433,589,8.9,848,11308,True,True,True,0.1299,2052.92,577,610,619
57,Applicant 57,run_3,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 18.62% and disposable income of £2899.42. Their credit score of 755 and consistent bureau scores indicate low credit risk. With stable employment history of 5.8 years and no rule triggers, the application meets all approval criteria.",60053,932,755,5.8,1173,9378,True,True,True,0.1862,2899.42,779,810,773
57,Applicant 57,run_3,SESL,APPROVED,All approval criteria met,60053,932,755,5.8,1173,9378,True,True,True,0.1862,2899.42,779,810,773
58,Applicant 58,run_3,GPT,MANUAL REVIEW,Bureau score spread of 64 points (between 698 and 762) requires manual review as it exceeds the 120-point consistency threshold.,48412,991,704,6.1,806,4490,True,True,True,0.2456,2237.33,698,762,721
58,Applicant 58,run_3,SESL,APPROVED,All approval criteria met,48412,991,704,6.1,806,4490,True,True,True,0.2456,2237.33,698,762,721
59,Applicant 59,run_3,GPT,APPROVED,"The applicant meets all policy requirements: DTI of 20.57% is below the 35% threshold, disposable income of £2402.75 is above £600, credit score of 725 is above 700, employment duration of 7 years is stable, and loan amount of £6080 is below 35% of annual income. All documents are verified and no exceptions or manual review conditions apply.",53565,918,725,7.0,1143,6080,True,True,True,0.2057,2402.75,724,676,751
59,Applicant 59,run_3,SESL,APPROVED,All approval criteria met,53565,918,725,7.0,1143,6080,True,True,True,0.2057,2402.75,724,676,751
60,Applicant 60,run_3,GPT,DECLINED,"The applicant's credit score of 572 is below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment. Additionally, the disposable income of £121.58 is below the required minimum of £300, leading to a decline as per section 5.2 Affordability Assessment.",27595,1018,572,7.2,1160,22703,True,False,True,0.4427,121.58,579,616,551
60,Applicant 60,run_3,SESL,DECLINED,Required document unverified and no exception applies,27595,1018,572,7.2,1160,22703,True,False,True,0.4427,121.58,579,616,551
61,Applicant 61,run_3,GPT,DECLINED,"The applicant's bureau score of 578 falls below the 580 minimum threshold, resulting in a decline as per section 5.3 Creditworthiness Assessment.",36453,929,629,4.4,754,5423,True,True,False,0.3058,1354.75,658,578,621
61,Applicant 61,run_3,SESL,DECLINED,Required document unverified and no exception applies,36453,929,629,4.4,754,5423,True,True,False,0.3058,1354.75,658,578,621
62,Applicant 62,run_3,GPT,DECLINED,"Bureau score 2 is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",31559,1167,628,8.6,901,9230,True,True,True,0.4437,561.92,597,576,598
62,Applicant 62,run_3,SESL,MANUAL REVIEW,DTI between 35% and 45%,31559,1167,628,8.6,901,9230,True,True,True,0.4437,561.92,597,576,598
63,Applicant 63,run_3,GPT,DECLINED,"The applicant's disposable income is £298.42, below the required minimum of £300, resulting in a decline as per section 5.2 Disposable Income.",30389,1002,709,6.4,1232,15819,True,True,True,0.3957,298.42,740,654,689
63,Applicant 63,run_3,SESL,MANUAL REVIEW,DTI between 35% and 45%,30389,1002,709,6.4,1232,15819,True,True,True,0.3957,298.42,740,654,689
64,Applicant 64,run_3,GPT,DECLINED,"The applicant's employment duration is less than one year, which typically results in decline as per Employment Stability section 5.4.",63603,1132,652,0.7,876,18708,True,True,False,0.2136,3292.25,649,630,680
64,Applicant 64,run_3,SESL,DECLINED,Required document unverified and no exception applies,63603,1132,652,0.7,876,18708,True,True,False,0.2136,3292.25,649,630,680
65,Applicant 65,run_3,GPT,DECLINED,"Bureau score below 580; bureau score 1 is 594, which is below the 580 threshold for decline.",40962,639,608,2.9,1182,15836,True,True,True,0.1872,1592.5,594,595,621
65,Applicant 65,run_3,SESL,DECLINED,Credit score below 640,40962,639,608,2.9,1182,15836,True,True,True,0.1872,1592.5,594,595,621
66,Applicant 66,run_3,GPT,DECLINED,"Section 5.1 Document Verification: Both pay slips and bank statements are unverified, which requires the application to be declined.",55539,412,777,1.6,1375,4802,False,False,True,0.089,2841.25,808,790,752
66,Applicant 66,run_3,SESL,DECLINED,More than one required document is unverified,55539,412,777,1.6,1375,4802,False,False,True,0.089,2841.25,808,790,752
67,Applicant 67,run_3,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 22.9% and disposable income of £1218.92. Their credit score of 720 and consistent bureau scores indicate low credit risk. With stable employment history of 6.9 years and no rule triggers, the application meets all approval criteria.",32591,622,720,6.9,875,16694,True,True,True,0.229,1218.92,746,707,693
67,Applicant 67,run_3,SESL,APPROVED,All approval criteria met,32591,622,720,6.9,875,16694,True,True,True,0.229,1218.92,746,707,693
68,Applicant 68,run_3,GPT,DECLINED,Credit score of 631 is below the 640 threshold and does not meet the exception criteria for manual review as employment stability is less than 5 years.,63163,591,631,3.9,624,24185,True,True,True,0.1123,4048.58,610,663,650
68,Applicant 68,run_3,SESL,DECLINED,Credit score below 640,63163,591,631,3.9,624,24185,True,True,True,0.1123,4048.58,610,663,650
69,Applicant 69,run_3,GPT,DECLINED,"Bureau score 2 is 554, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",53157,548,594,1.0,928,21809,True,True,True,0.1237,2953.75,577,554,578
69,Applicant 69,run_3,SESL,DECLINED,Credit score below 640,53157,548,594,1.0,928,21809,True,True,True,0.1237,2953.75,577,554,578
70,Applicant 70,run_3,GPT,MANUAL REVIEW,Bureau score spread of 51 points (between 672 and 723) requires manual review as per section 5.3 Bureau Score Consistency.,31997,405,696,8.4,770,10047,True,True,True,0.1519,1491.42,672,721,723
70,Applicant 70,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,31997,405,696,8.4,770,10047,True,True,True,0.1519,1491.42,672,721,723
71,Applicant 71,run_3,GPT,MANUAL REVIEW,The applicant's credit score of 680 falls into the manual review range (640-699) as per section 5.3 Creditworthiness Assessment.,49323,559,680,1.1,707,23548,True,True,True,0.136,2844.25,675,716,668
71,Applicant 71,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,49323,559,680,1.1,707,23548,True,True,True,0.136,2844.25,675,716,668
72,Applicant 72,run_3,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 17.12% and disposable income of £3370.92. Their credit score of 749 and consistent bureau scores indicate low credit risk. With stable employment history of 3.8 years and no rule triggers, the application meets all approval criteria.",59591,850,749,3.8,745,12044,True,True,True,0.1712,3370.92,767,786,723
72,Applicant 72,run_3,SESL,APPROVED,All approval criteria met,59591,850,749,3.8,745,12044,True,True,True,0.1712,3370.92,767,786,723
73,Applicant 73,run_3,GPT,DECLINED,"Creditworthiness Assessment: Bureau score below 580 (bureau_score_2: 552, bureau_score_3: 549) indicates elevated risk and leads to decline.",37900,795,571,5.8,1066,7064,True,True,False,0.2517,1297.33,594,552,549
73,Applicant 73,run_3,SESL,DECLINED,Required document unverified and no exception applies,37900,795,571,5.8,1066,7064,True,True,False,0.2517,1297.33,594,552,549
74,Applicant 74,run_3,GPT,DECLINED,"Employment duration is less than one year, which typically results in decline as per section 5.4 Employment Stability.",57287,577,643,0.4,1010,13750,True,True,True,0.1209,3186.92,659,638,622
74,Applicant 74,run_3,SESL,MANUAL REVIEW,Credit score between 640 and 699,57287,577,643,0.4,1010,13750,True,True,True,0.1209,3186.92,659,638,622
75,Applicant 75,run_3,GPT,APPROVED,"The applicant demonstrated strong affordability, including a DTI of 7.83% and disposable income of £3139.92. Their credit score of 735 and consistent bureau scores indicate low credit risk. With stable employment history of 8.7 years and no rule triggers, the application meets all approval criteria.",58979,385,735,8.7,1390,20225,True,True,True,0.0783,3139.92,698,722,715
75,Applicant 75,run_3,SESL,APPROVED,All approval criteria met,58979,385,735,8.7,1390,20225,True,True,True,0.0783,3139.92,698,722,715
76,Applicant 76,run_3,GPT,DECLINED,"Bureau score below 580; bureau_score_2 is 536, which is below the 580 threshold, leading to decline as per section 5.3 Creditworthiness Assessment.",30601,855,592,7.1,1235,13701,True,True,True,0.3353,460.08,583,536,614
